035346;SN;Type1;Type2;RSSI1;RSSI2;BAT;DATA
LORA_V100
06/01/2023 15:10:02;00a407;21;3;104;84;0;95074.7;222.04;1.06
06/01/2023 15:10:03;009212;21;3;96;77;0;1352318.9;222.37;0.0
06/01/2023 15:10:04;009224;21;3;101;82;0;1272597.4;225.04;0.02
06/01/2023 15:10:05;009629;21;63;105;84;0;1005710.4;221.78;0.06;1374525.6;0.66;1.38;-2.8
06/01/2023 15:10:06;009074;21;63;110;89;0;56221.6;224.95;0.02;144055.7;0.24;0.48;-2.8
06/01/2023 15:10:07;009222;21;3;133;93;0;743693.5;224.91;0.94
06/01/2023 15:10:08;009827;21;3;108;88;0;12707.7;226.94;0.0
06/01/2023 15:10:09;009534;21;63;90;72;0;235053.4;224.8;0.22;221313.5;2.0;4.36;-2.8
06/01/2023 15:10:10;009963;21;3;100;83;0;-817484.2;221.98;0.0
06/01/2023 15:10:12;00a082;21;63;106;84;0;425800.4;224.8;0.26;426836.6;2.72;5.1;-2.8
06/01/2023 15:10:13;009112;21;3;96;75;0;160962.9;221.91;0.12
06/01/2023 15:15:02;00a407;21;3;104;84;0;95083.3;221.22;1.1
06/01/2023 15:15:03;009212;21;3;96;77;0;1352318.9;222.18;0.0
06/01/2023 15:15:04;009224;21;3;101;82;0;1272597.4;225.31;0.02
06/01/2023 15:15:05;009629;21;63;105;84;0;1005710.6;221.78;0.06;1374526.2;0.64;1.4;-2.8
06/01/2023 15:15:06;009074;21;63;110;89;0;56221.7;225.13;0.02;144055.9;0.22;0.48;-2.8
06/01/2023 15:15:07;009222;21;3;132;93;0;743698.5;224.82;0.96
06/01/2023 15:15:08;009827;21;3;108;88;0;12707.7;225.39;0.0
06/01/2023 15:15:09;009534;21;63;90;72;0;235054.2;225.16;0.22;221315.4;2.06;4.62;-2.8
06/01/2023 15:15:10;009963;21;3;99;83;0;-817484.2;221.24;0.0
06/01/2023 15:15:11;009112;21;3;92;75;0;160962.9;221.55;0.12
06/01/2023 15:15:12;00a082;21;63;106;84;0;425801.5;224.26;0.26;426838.8;2.74;5.38;-2.8
06/01/2023 15:20:02;00a407;21;3;104;84;0;95092.2;220.85;1.1
06/01/2023 15:20:03;009212;21;3;95;77;0;1352318.9;221.54;0.0
06/01/2023 15:20:04;009224;21;3;101;82;0;1272597.4;226.22;0.02
06/01/2023 15:20:05;009629;21;63;104;85;0;1005710.9;220.77;0.06;1374526.8;0.66;1.36;-2.8
06/01/2023 15:20:06;009074;21;63;109;89;0;56221.8;225.77;0.02;144056.1;0.22;0.48;-2.8
